,CDW,CDWOD,t,S00,S01,S02,S03,S04,S05,rid
0,0.006311986723495113,0.006311986723495113,0,1.419904394837514,1.414038008460817,1.4791346682964497,1.2107571949655087,1.565355718776729,1.1792464475173194,F1
1,0.007318949992092534,0.007318949992092534,4,1.3933242055806137,1.3936117038614382,1.4786745377256516,1.2096579800867804,1.5643320365636586,1.1784844046950365,F1
2,0.009755103111307633,0.009755103111307633,8,1.3604707442489186,1.3665433788344659,1.4781045244450253,1.2083376811629225,1.56258519621195,1.1775053346486646,F1
3,0.013283592449775065,0.013283592449775065,12,1.3161400051979735,1.334336930388912,1.4774049628829367,1.2062984859636232,1.5605288710959275,1.176163019046502,F1
4,0.018383149092410702,0.018383149092410702,16,1.2449089564126055,1.2856777221367464,1.4761361921237366,1.2036956250195907,1.5581813121632022,1.1743909548800822,F1
5,0.02543079861550706,0.02543079861550706,20,1.157989991247539,1.2237022475955042,1.4747657950941802,1.2003556045502255,1.5547475259990635,1.1720856566287807,F1
6,0.034860403947623506,0.034860403947623506,24,1.0423696590084686,1.1379748667592924,1.4725403802709474,1.195673704809083,1.5493526386247958,1.168539541283229,F1
7,0.04778452739449797,0.04778452739449797,28,0.874511389262822,1.0178443653911744,1.4692713293044213,1.189056303560918,1.542734342895921,1.1631826936468856,F1
8,0.0649610084873867,0.0649610084873867,32,0.6844410267547408,0.8651825588385984,1.4661205869641745,1.1794333525009324,1.532285868357928,1.1551273319199407,F1
9,0.08519262523143825,0.08519262523143825,36,0.47035599787622573,0.7132826226040706,1.4609164049041754,1.1656247494526757,1.5205738327083553,1.1423245424051711,F1
10,0.10917975774873737,0.10917975774873737,40,0.2426072441308113,0.4942920667238703,1.4542268621157628,1.1497836859928583,1.506002386189218,1.1208589378053542,F1
11,0.13425026024994938,0.13425026024994938,44,0.0829126666793795,0.27939054096203014,1.4475367758563347,1.129499944968159,1.4886942599250936,1.0842652844894065,F1
12,0.1569186133570127,0.1569186133570127,48,0.015609080874309598,0.1062114934807431,1.4358862859469188,1.1060751180373538,1.46841903828044,1.021028260741441,F1
13,0.17479357298128104,0.17479357298128104,52,0.002187568785873111,0.027640991823767013,1.4246265062209091,1.078698255111851,1.4404807994151383,0.8998681172834174,F1
14,0.1906531210544411,0.1906531210544411,56,0.00022574678624563715,0.0048024128556130785,1.4098668459931623,1.0460296149510977,1.3986593123684845,0.6933612211598881,F1
15,0.20689784190037436,0.20689784190037436,60,1.864292559362159e-05,0.0007950132581472193,1.3914832975877527,1.010646705821504,1.3441380420109748,0.481215135269483,F1
16,0.22307426972523559,0.22307426972523559,64,1.0494793819019143e-06,0.00010988921815146036,1.3509187892456473,0.970698921722566,1.269844614550785,0.3293182335436386,F1
17,0.23942752928972008,0.23942752928972008,68,5.148443723530672e-08,1.1624537110845508e-05,1.2903190346427957,0.9315601103656646,1.17478583387853,0.21306832358250244,F1
18,0.2568256235638259,0.2568256235638259,72,2.6497898327799965e-09,1.1187222293900017e-06,1.2260031225826136,0.8875045966595754,1.0338894078668501,0.12099269274234122,F1
19,0.27583747533379643,0.27583747533379643,76,1.1183977621328314e-10,9.943701803996379e-08,1.1566523370595703,0.8317601866841711,0.8168489719884278,0.07149706897597338,F1
20,0.2990187155239613,0.2990187155239613,80,3.4769290641457207e-12,1.006168000081371e-08,0.997822735758327,0.7598084005871785,0.5971325975952707,0.03862551303430486,F1
21,0.3264910700851967,0.3264910700851967,84,2.398726537340201e-15,6.415712949451255e-10,0.7876170764999344,0.6646197449050427,0.3744364935528061,0.01913220805946452,F1
22,0.35789491786566824,0.35789491786566824,88,0.0,3.370530136650597e-11,0.5744861241277713,0.5136092170211051,0.16123962830685826,0.008700163355654728,F1
23,0.3908291934149226,0.3908291934149226,92,0.0,4.988907778824093e-13,0.37172879988451485,0.29785212932566385,0.03977472703616779,0.003923646688684875,F1
24,0.42188206629729263,0.42188206629729263,96,0.0,0.0,0.2154051864286713,0.0657268534243082,0.0036341977416600277,0.001667390760665984,F1
25,0.4429150135523921,0.4429150135523921,100,0.0,0.0,0.12290174687186914,0.005833931915990842,0.00028407198586199566,0.0007315064821335162,F1
26,0.45465525285613134,0.45465525285613134,104,0.0,0.0,0.04343571343923802,0.000421600983708729,3.087235536048871e-05,0.0003300309173424972,F1
27,0.460827513976067,0.460827513976067,108,0.0,0.0,0.017314450026193542,3.535416937940503e-05,2.602546805535636e-06,0.00014218467312990967,F1
28,0.4634541522952479,0.4634541522952479,112,0.0,0.0,0.007768529039071437,2.757643961435089e-06,1.3517979399202613e-07,5.03146948932062e-05,F1
29,0.4645289602264471,0.4645289602264471,116,0.0,0.0,0.0027133445808953617,1.9348813657613755e-07,1.3111647207233923e-08,1.8815031588250646e-05,F1
30,0.46485666856192515,0.46485666856192515,120,0.0,0.0,0.0012319863650321588,1.4922714003122493e-08,1.6215424572389013e-09,6.1315429297688135e-06,F1
31,0.4648422624190799,0.4648422624190799,124,0.0,0.0,0.0004345678474553687,1.2859381356548173e-09,8.765578410909978e-11,2.2517725344251376e-06,F1
32,0.4646813053999204,0.4646813053999204,128,0.0,0.0,0.0001561974913514527,8.686079430278263e-11,4.683467525485616e-12,7.624446595329118e-07,F1
33,0.46445560905450034,0.46445560905450034,132,0.0,0.0,4.350009017044482e-05,6.219676905785315e-12,5.790778501101999e-13,2.357252141977887e-07,F1
34,0.4642020507011071,0.4642020507011071,136,0.0,0.0,9.988517488460427e-06,3.9269756075533274e-13,1.1175213514275574e-13,8.26449565483922e-08,F1
35,0.4639365055067804,0.4639365055067804,140,0.0,0.0,3.109991570061881e-06,0.0,1.952046300003307e-14,3.089277012273614e-08,F1
36,0.4636662422502941,0.4636662422502941,144,0.0,0.0,1.0072965131351488e-06,0.0,2.658618570672388e-15,1.1322860241070424e-08,F1
37,0.4633942568830717,0.4633942568830717,148,0.0,0.0,3.077462002190503e-07,0.0,0.0,4.568614966109288e-09,F1
38,0.001716584375883963,0.001716584375883963,0,1.2668940046797894,1.4858796866533008,1.5224219142907072,1.407107874145012,1.0990555353831788,1.2556651057436325,F2
39,0.0020136000812402883,0.0020136000812402883,4,1.258975801995902,1.480261526181419,1.5223237494145623,1.4066454312918928,1.0988210928071205,1.255484319770493,F2
40,0.002696813546350891,0.002696813546350891,8,1.2491515702983937,1.4737850053842083,1.5221827802773875,1.4060035059733318,1.0985551472335355,1.2552136021951223,F2
41,0.003690164596603983,0.003690164596603983,12,1.2364051195448362,1.4648881932410562,1.522000424858104,1.4051676339130865,1.0982425023268672,1.254891213607398,F2
42,0.005077353832580172,0.005077353832580172,16,1.2182951154783295,1.4523578359148703,1.5217048125378216,1.4039832597904227,1.0977564034634941,1.2544415690671242,F2
43,0.00700602072759735,0.00700602072759735,20,1.1937166153724004,1.4354753750336584,1.5213248255745337,1.4023456925639155,1.0969807105966984,1.2537520373946902,F2
44,0.009539289995496952,0.009539289995496952,24,1.1638137126745691,1.4134001552966955,1.5208375936395147,1.3999315685614095,1.096146864530176,1.2527746184956712,F2
45,0.01299230697952659,0.01299230697952659,28,1.1174904017608878,1.3830496954840366,1.5201240543288004,1.3968305078168648,1.0950593093421057,1.2514909410364816,F2
46,0.017893670003201165,0.017893670003201165,32,1.0579403804571008,1.335477287705829,1.5193250932304525,1.3931166037305098,1.0936577563149659,1.2497543235743733,F2
47,0.024434162081972886,0.024434162081972886,36,0.9817729456866432,1.267950499396475,1.5182408647543273,1.3875198768113532,1.0911232678324714,1.2474667374868207,F2
48,0.03340398545155931,0.03340398545155931,40,0.8796931185286267,1.1765824553022233,1.5161142384454516,1.3790740719739165,1.0874134902264019,1.244003289675294,F2
49,0.0455946831602745,0.0455946831602745,44,0.751853864539249,1.0422898078376863,1.5129713789328967,1.3681840428810266,1.0820244410708286,1.2381346393184498,F2
50,0.0616762514133251,0.0616762514133251,48,0.5739019984811113,0.8851634798140539,1.508739956092563,1.352154198315498,1.0755337121274553,1.2295003446422688,F2
51,0.08199715872625767,0.08199715872625767,52,0.3692876399597509,0.6925373451106611,1.5042135112984334,1.3318882435544546,1.0691488237744753,1.2184235927439877,F2
52,0.10607987905510395,0.10607987905510395,56,0.1818353556700397,0.44289268663407094,1.498863376944256,1.3063054905321514,1.0574030751029169,1.1946055674253,F2
53,0.13029659824570175,0.13029659824570175,60,0.06323226650042528,0.2347816411534177,1.492741473719659,1.2730126522076928,1.044071015724613,1.1458380805938742,F2
54,0.151776444817175,0.151776444817175,64,0.012520571087861351,0.08276013533542037,1.4861874489278748,1.236201461522922,1.0245415227477723,1.0658152285814946,F2
55,0.169217596119215,0.169217596119215,68,0.001691829069419734,0.023200104478715754,1.476829776659412,1.1946031935636627,0.9978544015358886,0.9201164373653196,F2
56,0.18524150652201593,0.18524150652201593,72,0.0001571325514509889,0.00395351686381197,1.4647797756766179,1.152499033977906,0.9696348703208988,0.7129782909696887,F2
57,0.20112325927840344,0.20112325927840344,76,1.548085135648032e-05,0.0005379815377803258,1.4477557299363228,1.109657312557369,0.9284432676531196,0.4979487938272738,F2
58,0.217558960183926,0.217558960183926,80,1.0843548109461673e-06,7.528945160332687e-05,1.4141331672371331,1.0562067709770395,0.8700674084346804,0.31789906692364406,F2
59,0.23372738297854315,0.23372738297854315,84,5.498389618069357e-08,7.376448511571141e-06,1.37285568580898,0.9959754102881931,0.7879227103212355,0.2064628331874054,F2
60,0.24956396424312113,0.24956396424312113,88,0.0,8.208856287195065e-07,1.3205258402509121,0.9296054302552258,0.6993124852365693,0.12822986766108166,F2
61,0.26658899982846085,0.26658899982846085,92,0.0,7.789917893007292e-08,1.22780450510271,0.8580462632173149,0.5718614779196886,0.07499093656549909,F2
62,0.2878892263777414,0.2878892263777414,96,0.0,0.0,1.0644083068933206,0.7580078389126828,0.38707408017069356,0.04321015574279455,F2
63,0.31558955277418216,0.31558955277418216,100,0.0,0.0,0.8472777095535802,0.6211125770723442,0.20917708025737117,0.022511298005995592,F2
64,0.3467235460070861,0.3467235460070861,104,0.0,0.0,0.6280840048084841,0.41951351411656973,0.0710738792080152,0.011009204274112692,F2
65,0.3803527914645932,0.3803527914645932,108,0.0,0.0,0.4032283357789648,0.15478936879043323,0.01253621005602014,0.004944119348774744,F2
66,0.40866318825078324,0.40866318825078324,112,0.0,0.0,0.23242335463299968,0.02674262400073683,0.0017310924152867451,0.00214726678410666,F2
